shipment_id,region,transport_mode,priority,month,shipment_volume_units,distance_km,delivery_time_days,transport_cost,on_time
S0894,South,Road,Standard,9,126,664.3,5.62,55.07,1
S0895,East,Road,Express,9,96,246.6,3.05,25.0,1
S0896,Central,Road,Standard,10,92,929.3,6.52,60.9,1
S0897,West,Road,Express,4,134,441.9,3.75,26.13,1
S0898,South,Road,Standard,4,124,388.3,3.62,52.26,0
S0899,South,Road,Standard,12,142,892.9,6.0,51.11,1
S0900,North,Road,Standard,10,95,731.3,5.64,49.07,0
S0901,West,Road,Standard,1,108,268.4,3.81,25.0,0
S0902,West,Road,Express,9,220,718.8,5.18,64.1,1
S0903,South,Rail,Standard,10,105,633.0,5.04,72.76,1
S0904,North,Road,Express,7,113,401.9,3.55,31.3,1
S0905,Central,Road,Standard,8,43,684.8,5.56,33.55,0
S0906,North,Road,Standard,1,113,926.8,6.49,62.24,0
S0907,North,Road,Express,1,84,409.2,2.85,46.31,1
S0908,South,Road,Standard,1,113,410.1,4.73,25.0,1
S0909,West,Rail,Express,2,164,396.5,2.75,89.54,1
S0910,West,Rail,Standard,12,148,261.7,3.77,64.15,1
S0911,East,Road,Standard,8,111,406.6,3.16,52.25,1
S0912,Central,Road,Standard,10,35,379.4,4.14,31.44,1
S0913,Central,Air,Standard,4,136,365.9,4.94,80.99,0
S0914,Central,Road,Standard,12,52,362.6,5.4,44.34,1
S0915,Central,Road,Standard,3,128,201.5,5.41,31.27,1
S0916,Central,Road,Standard,11,114,775.1,7.27,59.76,0
S0917,South,Road,Standard,1,141,295.2,4.98,39.92,0
S0918,South,Rail,Express,1,101,957.7,4.16,69.46,1
S0919,West,Road,Standard,1,139,229.4,3.65,30.24,0
S0920,North,Air,Standard,10,97,1087.6,6.61,128.59,1
S0921,South,Road,Express,4,126,340.6,3.38,,0
S0922,East,Road,Standard,6,88,724.0,7.4,79.44,1
S0923,North,Road,Standard,6,53,462.3,4.6,68.86,1
S0924,North,Road,Standard,10,141,184.5,5.47,63.03,1
S0925,South,Road,Standard,5,123,190.6,4.05,56.21,0
S0926,West,Road,Standard,1,121,280.0,5.31,39.21,0
S0927,South,Road,Standard,5,109,328.8,5.67,56.64,1
S0928,East,Road,Standard,4,105,417.2,4.17,40.76,1
S0929,North,Road,Standard,9,85,523.6,4.81,25.0,1
S0930,East,Road,Standard,10,32,384.4,3.86,54.29,1
S0931,West,Road,Standard,2,146,506.9,4.44,64.69,1
S0932,West,Road,Standard,10,150,557.5,5.85,50.17,0
S0933,West,Rail,Standard,1,129,373.9,4.13,39.85,1
S0934,East,Rail,Express,8,63,626.8,3.55,46.82,1
S0935,East,Road,Standard,5,97,711.5,6.13,25.0,0
S0936,South,Road,Standard,4,84,566.1,4.05,56.79,1
S0937,Central,Road,Standard,6,56,585.5,6.43,25.0,1
S0938,South,Road,Standard,4,104,480.0,4.81,47.6,1
S0939,Central,Road,Standard,10,109,815.3,6.83,40.81,1
S0940,South,Road,Standard,12,115,423.1,,25.0,1
S0941,West,Road,Express,10,122,283.2,3.85,43.92,1
S0942,East,Road,Standard,6,150,430.8,4.94,42.73,1
S0943,South,Road,Express,7,135,186.5,2.01,51.3,1
S0944,West,Road,Standard,6,144,172.8,4.19,25.0,1
S0945,West,Rail,Standard,10,125,713.6,5.48,53.06,0
S0946,West,Air,Standard,7,118,966.9,4.86,83.06,1
S0947,East,Road,Standard,6,34,347.3,4.51,25.0,1
S0948,East,Air,Express,5,122,717.6,3.24,137.33,1
S0949,Central,Road,Express,5,98,132.5,2.43,63.3,1
S0950,West,Air,Express,7,130,119.5,2.35,102.89,1
S0951,North,Air,Standard,9,106,567.2,3.84,95.98,1
S0952,West,Road,Standard,6,156,424.1,4.74,43.71,0
S0953,West,Rail,Standard,10,91,1060.5,6.07,79.4,1
S0954,South,Air,Express,10,108,388.6,3.2,97.12,1
S0955,Central,Air,Standard,6,53,218.9,3.26,98.35,1
S0956,Central,Air,Standard,11,135,158.4,3.37,102.7,1
S0957,East,Road,Standard,3,120,430.6,4.64,36.13,1
S0958,North,Road,Standard,12,48,479.4,5.18,30.04,0
S0959,North,Rail,Standard,4,68,374.2,4.97,54.41,1
S0960,North,Road,Express,7,106,727.1,4.51,36.38,1
S0961,North,Road,Express,4,97,905.8,4.92,59.91,1
S0962,West,Road,Express,6,98,344.9,3.58,32.9,1
S0963,South,Road,Standard,5,179,132.3,3.23,44.82,1
S0964,South,Road,Standard,9,134,508.6,4.64,66.98,1
S0965,Central,Rail,Standard,1,98,824.9,5.85,60.67,0
S0966,North,Road,Standard,11,91,345.9,4.1,51.64,1
S0967,Central,Rail,Standard,11,105,585.5,4.53,33.7,1
S0968,South,Rail,Standard,7,114,209.0,2.47,45.32,0
S0969,North,Road,Standard,7,102,501.3,4.23,44.29,0
S0970,South,Road,Standard,9,142,591.9,5.34,77.52,0
S0971,West,Road,Standard,3,89,509.8,5.05,25.0,1
S0972,South,Air,Standard,9,170,1226.0,6.0,125.82,0
S0973,South,Rail,Standard,3,130,960.0,6.21,89.76,0
S0974,Central,Road,Express,9,121,649.3,4.1,38.75,1
S0975,West,Road,Standard,4,105,779.6,6.72,48.29,0
S0976,North,Road,Express,9,84,499.2,3.56,46.51,1
S0977,West,Road,Standard,10,102,412.8,5.27,44.25,0
S0978,West,Air,Standard,3,142,323.6,3.65,128.73,1
S0979,North,Rail,Standard,8,112,206.2,2.76,57.91,1
S0980,South,Road,Express,6,112,986.2,4.78,75.86,1
S0981,Central,Rail,Standard,4,57,1254.3,6.45,62.45,1
S0982,East,Road,Standard,8,60,436.8,4.71,27.28,1
S0983,East,Rail,Standard,12,94,441.4,3.9,51.41,1
S0984,West,Road,Standard,1,122,606.6,5.74,32.54,1
S0985,South,Road,Standard,12,106,389.7,3.88,48.29,1
S0986,Central,Air,Standard,11,128,222.8,3.52,97.94,1
S0987,West,Road,Standard,7,133,183.0,4.53,29.86,1
S0988,South,Road,Standard,8,161,1228.3,8.2,75.77,1
S0989,West,Air,Standard,5,120,143.8,2.38,84.94,1
S0990,East,Road,Standard,2,102,521.4,5.18,55.2,0
S0991,North,Road,Express,7,108,155.2,2.97,29.11,1
S0992,East,Road,Express,10,47,401.5,4.05,51.55,1
S0993,East,Road,Standard,3,135,343.8,3.72,38.05,0
S0994,South,Road,Standard,9,121,170.8,3.49,46.48,1
S0995,Central,Road,Standard,9,106,619.2,7.66,49.84,0
S0996,West,Rail,Standard,10,114,213.2,3.52,62.41,1
S0997,North,Road,Standard,5,105,157.2,2.77,37.07,1
S0998,South,Road,Standard,5,101,660.1,5.23,25.0,1
S0999,Central,Rail,Express,5,120,344.8,1.94,69.53,1
S1000,West,Road,Standard,11,144,264.3,4.61,41.3,1
